index,name,page_url,project_url,author,project,id
0,立创·泰山派开发板,https://oshwhub.com/li-chuang-kai-fa-ban/li-chuang-tai-shan-pai-kai-fa-ban,https://pro.lceda.cn/editor#id=7360e73de5dd428e9f29e10573f2d8ac,li-chuang-kai-fa-ban,li-chuang-tai-shan-pai-kai-fa-ban,7360e73de5dd428e9f29e10573f2d8ac
1,立创·梁山派开发板,https://oshwhub.com/li-chuang-kai-fa-ban/liang-shan,https://pro.lceda.cn/editor#id=0c46759837334318aa4882d6d37f96fa,li-chuang-kai-fa-ban,liang-shan,0c46759837334318aa4882d6d37f96fa
2,3D打印机PID恒温热风干燥箱,https://oshwhub.com/lvyiwuhen/3d-printer-pid-constant-temperat,https://pro.lceda.cn/editor#id=63658354a1d34f5b8f5b2a4768569db2,lvyiwuhen,3d-printer-pid-constant-temperat,63658354a1d34f5b8f5b2a4768569db2
3,UIPE 1.47寸全面屏 C2C 伏安表,https://oshwhub.com/movecall/avpe147-inch-full-screen-c2c-voltammeter,https://pro.lceda.cn/editor#id=1eca5385dc5245708e40ac692f80aac3,movecall,avpe147-inch-full-screen-c2c-voltammeter,1eca5385dc5245708e40ac692f80aac3
4,极客巢全波段收音机V5A开源工程,https://oshwhub.com/alec_cy/geek-nest-full-band-radio-v5a-op,https://pro.lceda.cn/editor#id=05a14c9dc8db4cee9b35173a22f56af3,alec_cy,geek-nest-full-band-radio-v5a-op,05a14c9dc8db4cee9b35173a22f56af3
5,简易拍立得设计,https://oshwhub.com/bright_ml/simple-polaroid-design,https://pro.lceda.cn/editor#id=e65ac6fc229043aaaa88da0157cfefa4,bright_ml,simple-polaroid-design,e65ac6fc229043aaaa88da0157cfefa4
6,基于泰山派的游戏掌机,https://oshwhub.com/greentor/based-on-tarzan-pie-game-handset,https://pro.lceda.cn/editor#id=52ecabca907a4f3e81e3d4b7f5aa6fed,greentor,based-on-tarzan-pie-game-handset,52ecabca907a4f3e81e3d4b7f5aa6fed
7,ESP-Toothbrush,https://oshwhub.com/esp-college/esp-toothbrush,https://pro.lceda.cn/editor#id=8898e9402945409f91af39e8a222215b,esp-college,esp-toothbrush,8898e9402945409f91af39e8a222215b
8,基于ESP32C3+PT6315的VFD显示模组,https://oshwhub.com/offical-hang/ESP32mu-kuai-hua-zhi-neng-cha-zu,https://pro.lceda.cn/editor#id=982eb2e08b864bcda811cdc3ca8b83c1,offical-hang,ESP32mu-kuai-hua-zhi-neng-cha-zu,982eb2e08b864bcda811cdc3ca8b83c1
8,基于ESP32C3+PT6315的VFD显示模组,https://oshwhub.com/offical-hang/ESP32mu-kuai-hua-zhi-neng-cha-zu,https://pro.lceda.cn/editor#id=982eb2e08b864bcda811cdc3ca8b83c1,offical-hang,ESP32mu-kuai-hua-zhi-neng-cha-zu,982eb2e08b864bcda811cdc3ca8b83c1
9,基于CW32F030的电压电流表,https://oshwhub.com/rushairer/cw32-voltage-ammeter-training-ca,https://pro.lceda.cn/editor#id=ab1d1fbbb123436c8e67330577392f61,rushairer,cw32-voltage-ammeter-training-ca,ab1d1fbbb123436c8e67330577392f61
10,泰山派智能手机设计,https://oshwhub.com/zwxb/based-on-rk3566-taishan-pie-dolp,https://pro.lceda.cn/editor#id=d9c7bded54d1486a8fb8779223cbd7e4,zwxb,based-on-rk3566-taishan-pie-dolp,d9c7bded54d1486a8fb8779223cbd7e4
11,杰理彩色丝印开发板 JL AC7916A 蓝牙+WIFI双核,https://oshwhub.com/aknice/jie-li-ac7916a-he-xin-ban,https://pro.lceda.cn/editor#id=ad3c698c53114368b0a27310c0315eb4,aknice,jie-li-ac7916a-he-xin-ban,ad3c698c53114368b0a27310c0315eb4
12,Avaota A1 八核 AIoT 开发板,https://oshwhub.com/100askteam/avaota-pi-a_transfer,https://pro.lceda.cn/editor#id=334282a2564344558c02fd113dfd2c2d,100askteam,avaota-pi-a_transfer,334282a2564344558c02fd113dfd2c2d,
13,ESP-Dongle,https://oshwhub.com/esp-college/esp-dongle,https://pro.lceda.cn/editor#id=93fa98017b664f0bb577c6ed9966a06e,esp-college,esp-dongle,93fa98017b664f0bb577c6ed9966a06e
14,【自动驾驶】迷你智能车Liguanxi-smart-car,https://oshwhub.com/liguanxi/mini-smart-car,https://pro.lceda.cn/editor#id=e6c546f3969a42438c396b389bb43940,liguanxi,mini-smart-car,e6c546f3969a42438c396b389bb43940
15,基于PPG的脉搏波及心率显示,https://oshwhub.com/qwqoffice/pulse-wave-and-heart-rate-display-based-on-ppg,https://pro.lceda.cn/editor#id=ebbb28376a464781be4c9f4b5fb99fd5,qwqoffice,pulse-wave-and-heart-rate-display-based-on-ppg,ebbb28376a464781be4c9f4b5fb99fd5
16,USB可调电源V3,https://oshwhub.com/bryan_he/usb-ps-v30,https://pro.lceda.cn/editor#id=03b939e5e6e544408e0879202ebc20ce,bryan_he,usb-ps-v30,03b939e5e6e544408e0879202ebc20ce
17,【MultiPad】stm32f103vet6 效率桌面控制键盘,https://oshwhub.com/ilx1/multi-pad,https://pro.lceda.cn/editor#id=45a9068ddc084e5296e685734e5381b8,ilx1,multi-pad,45a9068ddc084e5296e685734e5381b8
18,模块化平板电脑-QPad,https://oshwhub.com/qzc13457/qpad,https://pro.lceda.cn/editor#id=c55e9e43343f4e97bbd72c75ee6ab0a4,qzc13457,qpad,c55e9e43343f4e97bbd72c75ee6ab0a4
19,承载我所有幻想的键盘,https://oshwhub.com/ran-pang/multifunctional-keyboard,https://pro.lceda.cn/editor#id=6f0c151b366d46fe90126093dd604afe,ran-pang,multifunctional-keyboard,6f0c151b366d46fe90126093dd604afe
20,神奇按钮2.0  MagiClick   可编程键盘[1],https://oshwhub.com/kakaka/lao-ban-jian-yi-wei-ke-bian-chen,https://pro.lceda.cn/editor#id=7e2bf2dbc15240308afde59948f614ce,kakaka,lao-ban-jian-yi-wei-ke-bian-chen,7e2bf2dbc15240308afde59948f614ce
21,心电监护（含12导联功能）,https://oshwhub.com/lmppbba/ecg-monitoring-defibrillator-with-12-leads,https://pro.lceda.cn/editor#id=6780d69e8ae24f2e9b5ada4a5a2dff49,lmppbba,ecg-monitoring-defibrillator-with-12-leads,6780d69e8ae24f2e9b5ada4a5a2dff49
22,DELL服务器电源智能取电盒,https://oshwhub.com/tomosawa/mynova-smartpower,https://pro.lceda.cn/editor#id=1634281d284548cd9a6d2445d96a4d49,tomosawa,mynova-smartpower,1634281d284548cd9a6d2445d96a4d49
23,碳化硅3KW图腾柱PFC,https://oshwhub.com/leichaolin/3kw-totem-pole-pfc-with-silicon-,https://pro.lceda.cn/editor#id=15ea4e7bdef94ddd9da3039b7f346008,leichaolin,3kw-totem-pole-pfc-with-silicon-,15ea4e7bdef94ddd9da3039b7f346008
23,碳化硅3KW图腾柱PFC,https://oshwhub.com/leichaolin/3kw-totem-pole-pfc-with-silicon-,https://pro.lceda.cn/editor#id=15ea4e7bdef94ddd9da3039b7f346008,leichaolin,3kw-totem-pole-pfc-with-silicon-,15ea4e7bdef94ddd9da3039b7f346008
24,2023电赛B题-基于立创天空星开发板,https://oshwhub.com/xzqiaochu/question-b-of-2023-electric-tour,https://pro.lceda.cn/editor#id=7bda62af5fb047f282ebadeff45357be,xzqiaochu,question-b-of-2023-electric-tour,7bda62af5fb047f282ebadeff45357be
25,【星火计划-悬赏赛道】MINI加热台-AtomHeat,https://oshwhub.com/dter/atomheat,https://pro.lceda.cn/editor#id=5dbbf18a91b9440b9e27fe19de37ff9d,dter,atomheat,5dbbf18a91b9440b9e27fe19de37ff9d
26,交互式智能台灯,https://oshwhub.com/zz56464123455/lamp-wizard,https://pro.lceda.cn/editor#id=20c798c4a5a446dd80f391628fadfe2e,zz56464123455,lamp-wizard,20c798c4a5a446dd80f391628fadfe2e
27,立创·地文星CW32数字电压电流表扩展板,https://oshwhub.com/li-chuang-kai-fa-ban/cw32-shu-zi-dian-ya-dian-liu-biao-kai-fa-ban-tao-jian,https://pro.lceda.cn/editor#id=52c7c61c6f9245c7b58bd2b55911d5ae,li-chuang-kai-fa-ban,cw32-shu-zi-dian-ya-dian-liu-biao-kai-fa-ban-tao-jian,52c7c61c6f9245c7b58bd2b55911d5ae
28,【星火计划】USB可编程电源/功率监测,https://oshwhub.com/bryan_he/usb_dc_ps,https://pro.lceda.cn/editor#id=ddcc963f6e234ee5b25bdf62d13c4a6b,bryan_he,usb_dc_ps,ddcc963f6e234ee5b25bdf62d13c4a6b
29,【开源】立创器件收纳盒,纯PCB版本,https://oshwhub.com/jiajun.gao/li-chuang-qi-jian-shou-na-he,https://pro.lceda.cn/editor#id=f24ab5ae594a4e6abb6482158aa1031e,jiajun.gao,li-chuang-qi-jian-shou-na-he,f24ab5ae594a4e6abb6482158aa1031e
30,数字生命卡USB3.0,https://oshwhub.com/zerox650/shu-zi-sheng-ming-ka-usb3-0,https://pro.lceda.cn/editor#id=2ebcd483df5c452db8171cfb9d59d4ad,zerox650,shu-zi-sheng-ming-ka-usb3-0,2ebcd483df5c452db8171cfb9d59d4ad
31,LeTian-robot2（轮腿机器人）,https://oshwhub.com/z.sir/letian-robot2,https://pro.lceda.cn/editor#id=63b2d16bc22145a89cf8bc5c9d9203d6,z.sir,letian-robot2,63b2d16bc22145a89cf8bc5c9d9203d6
32,集成Windows Hello指纹、DIAL、HUB的桌面工具,https://oshwhub.com/pomin/integrated-desktop-tool-windowsh,https://pro.lceda.cn/editor#id=ff34151097f4478694ccd06e963b33a5,pomin,integrated-desktop-tool-windowsh,ff34151097f4478694ccd06e963b33a5
33,具有独立稳压电源的USB3.2拓展盒,https://oshwhub.com/leo_lin/usb3-dock-with-dc-dc-converter,https://pro.lceda.cn/editor#id=8fce9ebd515d487e8062a3baef0a6452,leo_lin,usb3-dock-with-dc-dc-converter,8fce9ebd515d487e8062a3baef0a6452
34,小北极の冰冰杯（夏）,https://oshwhub.com/18511895537/summer-ice-cellar,https://pro.lceda.cn/editor#id=2a1037fa6e074333920b5f1921caefc8,18511895537,summer-ice-cellar,2a1037fa6e074333920b5f1921caefc8
35,会议用电子胸牌设计,https://oshwhub.com/dbhua/design-of-electronic-badges-for-meetings,https://pro.lceda.cn/editor#id=e9787ca92f4f44e1a97486b9658219ff,dbhua,design-of-electronic-badges-for-meetings,e9787ca92f4f44e1a97486b9658219ff
36,基于STC32G12K128的核心开发板,https://oshwhub.com/l64481000/stc32g12k128-based-core-developm,https://pro.lceda.cn/editor#id=1443d07233c94fc18d0f9854a32a519f,l64481000,stc32g12k128-based-core-developm,1443d07233c94fc18d0f9854a32a519f
37,【训练营官方案例】USB电流表,https://oshwhub.com/limengmeng12345/ji-chu-ying-usb-dian-ya-biao,https://pro.lceda.cn/editor#id=43d5423e75164c9ca7365947b4a11016,limengmeng12345,ji-chu-ying-usb-dian-ya-biao,43d5423e75164c9ca7365947b4a11016
38,立创·地文星CW32F030C8T6开发板,https://oshwhub.com/li-chuang-kai-fa-ban/li-chuang-di-wen-xing-cw32f030c8t6-kai-fa-ban,https://pro.lceda.cn/editor#id=6b1bba015e8c4feaaf119210f615b4c2,li-chuang-kai-fa-ban,li-chuang-di-wen-xing-cw32f030c8t6-kai-fa-ban,6b1bba015e8c4feaaf119210f615b4c2
39,时间管理大师の魔方(Ⅰ),https://oshwhub.com/18511895537/time-management-master-and-rubik,https://pro.lceda.cn/editor#id=6c14182299fd414cbc8778dcb9412827,18511895537,time-management-master-and-rubik,6c14182299fd414cbc8778dcb9412827
40,mmdvm_hs_dual_hat双工板,https://oshwhub.com/ytm899/mmdvm_hs_dual_hat,https://pro.lceda.cn/editor#id=78e55384c0af44c5928607e8579d215c,ytm899,mmdvm_hs_dual_hat,78e55384c0af44c5928607e8579d215c
41,便携式半导体冰箱 PCR01,https://oshwhub.com/abs0/pian-xie-shi-ban-dao-ti-bing-xia,https://pro.lceda.cn/editor#id=6ebd8f68b4194b588e2ef7fdb7ead176,abs0,pian-xie-shi-ban-dao-ti-bing-xia,6ebd8f68b4194b588e2ef7fdb7ead176
42,基于CH334H与AT32F403A的电流检测USB HUB,https://oshwhub.com/fanhuacloud/ch334h_dev,https://pro.lceda.cn/editor#id=b80d574908d04f438b9cb7626e7ee504,fanhuacloud,ch334h_dev,b80d574908d04f438b9cb7626e7ee504
43,立创·地猛星MSPM0G3507开发板,https://oshwhub.com/li-chuang-kai-fa-ban/li-chuang-di-meng-xing-mspm0g3507-kai-fa-ban,https://pro.lceda.cn/editor#id=163d9024e99841648c1fbf1e87ef3ac8,li-chuang-kai-fa-ban,li-chuang-di-meng-xing-mspm0g3507-kai-fa-ban,163d9024e99841648c1fbf1e87ef3ac8
44,智能手表OV-Watch,https://oshwhub.com/no_chicken/zhi-neng-shou-biao-OV-Watch_V2.2,https://pro.lceda.cn/editor#id=da55d50b394b4553bbcb799dc27a7e63,no_chicken,zhi-neng-shou-biao-OV-Watch_V2.2,da55d50b394b4553bbcb799dc27a7e63
45,立创DAPLINK调试工具,https://oshwhub.com/li-chuang-kai-fa-ban/li-chuang-daplink-diao-shi-gong-ju,https://pro.lceda.cn/editor#id=1f988b9e4d1c428cbd79f2b0e9e01e91,li-chuang-kai-fa-ban,li-chuang-daplink-diao-shi-gong-ju,1f988b9e4d1c428cbd79f2b0e9e01e91
46,【很新但很旧】如何用最古老的技术造一台现代手机？,https://oshwhub.com/honglin/First_CRT_SmartPhone,https://pro.lceda.cn/editor#id=e4cb491dde1547b59ee2b449e70de2dd,honglin,First_CRT_SmartPhone,e4cb491dde1547b59ee2b449e70de2dd
47,【核辐射能谱仪/γ射线能谱仪】数字多道脉冲幅度分析器,https://oshwhub.com/steve-don/digital_multichannel_analyzer,https://pro.lceda.cn/editor#id=ac991e39f8e641b491aaf701a7c26c40,steve-don,digital_multichannel_analyzer,ac991e39f8e641b491aaf701a7c26c40
48,微型滚轮电子尺,https://oshwhub.com/yean/miniature-roller-electronic-ruler,https://pro.lceda.cn/editor#id=6af4e03fc80345f59688746fef76ee87,yean,miniature-roller-electronic-ruler,6af4e03fc80345f59688746fef76ee87
49,并联臂四足机器狗,https://oshwhub.com/cdm0302/parallel-arm-quadruped-robot-dog,https://pro.lceda.cn/editor#id=15042c93e80241ffb48765f609beba15,cdm0302,parallel-arm-quadruped-robot-dog,15042c93e80241ffb48765f609beba15
50,立创·地阔星STM32F103C8T6开发板,https://oshwhub.com/li-chuang-kai-fa-ban/lichuang-gekuo-star-stm32f103c8t6-development-board,https://pro.lceda.cn/editor#id=192ba5bfbbde4fcd89f5ed5f009fe69a,li-chuang-kai-fa-ban,lichuang-gekuo-star-stm32f103c8t6-development-board,192ba5bfbbde4fcd89f5ed5f009fe69a
51,年轻人的第一台BB机~,https://oshwhub.com/eedadada/phalange,https://pro.lceda.cn/editor#id=707ae2aebcd843008bc8a96940a52a10,eedadada,phalange,707ae2aebcd843008bc8a96940a52a10
52,【立创·泰山派】智能投影机-Sony CXN0102,https://oshwhub.com/fengmoxi/taspi-smart-projector,https://pro.lceda.cn/editor#id=c2f62592fd9b4c1aab8bba3983572306,fengmoxi,taspi-smart-projector,c2f62592fd9b4c1aab8bba3983572306
53,8路模拟量采集器2,https://oshwhub.com/18172685113/8-way-analog-quantity-collector-2,https://pro.lceda.cn/editor#id=3446f7e82b6c46f48d9ffddf4d0a1511,18172685113,8-way-analog-quantity-collector-2,3446f7e82b6c46f48d9ffddf4d0a1511
54,【立创·地正星MSPM0L1306】开发板,https://oshwhub.com/li-chuang-kai-fa-ban/li-chuang-di-zheng-xing-mspm0l1306-kai-fa-ban,https://pro.lceda.cn/editor#id=7bcc6752f2154385b8958ca867f59d2c,li-chuang-kai-fa-ban,li-chuang-di-zheng-xing-mspm0l1306-kai-fa-ban,7bcc6752f2154385b8958ca867f59d2c
55,泰山派NAS服务器,https://oshwhub.com/yc_chen/taishan-nas-server,https://pro.lceda.cn/editor#id=f22d15cbab374415a62b3b5d765d0a6d,yc_chen,taishan-nas-server,f22d15cbab374415a62b3b5d765d0a6d,
56,Da Vinci 3D打印机耗材更改模块,https://oshwhub.com/s-c-o-r-p-i-o-n/da-vinci-3d-da-yin-ji-hao-cai-geng-gai-mo-kuai-xkb,https://pro.lceda.cn/editor#id=0fe22f92e6f8468fa5c81b26030f3aeb,s-c-o-r-p-i-o-n,da-vinci-3d-da-yin-ji-hao-cai-geng-gai-mo-kuai-xkb,0fe22f92e6f8468fa5c81b26030f3aeb
57,立创·ColorEasyDuino开发板,https://oshwhub.com/li-chuang-kai-fa-ban/li-chuang-coloreasyduino-kai-fa-ban,https://pro.lceda.cn/editor#id=94d965b300e74f33a68a9ab21939ae00,li-chuang-kai-fa-ban,li-chuang-coloreasyduino-kai-fa-ban,94d965b300e74f33a68a9ab21939ae00
58,ESP32墨水屏MP3收音机阅读器,https://oshwhub.com/jie326513988/ESP32mi-ni-mo-shui-ping-MP3shou-,https://pro.lceda.cn/editor#id=81e13f4b2c8942dca536bfe23e2bf1dc,jie326513988,ESP32mi-ni-mo-shui-ping-MP3shou-,81e13f4b2c8942dca536bfe23e2bf1dc
59,【FL PC】泰山派迷你主机,https://oshwhub.com/flyn/flpc,https://pro.lceda.cn/editor#id=71e1d99d567b413283df8b432a9957c7,flyn,flpc,71e1d99d567b413283df8b432a9957c7
60,成图大赛样题参考,https://oshwhub.com/course-examples/cheng-tu-da-sai-yang-ti-can-kao,https://pro.lceda.cn/editor#id=eb467c72ecb34b6fae3c335c8ac3961a,course-examples,cheng-tu-da-sai-yang-ti-can-kao,eb467c72ecb34b6fae3c335c8ac3961a
61,柔性灯丝氛围灯,https://oshwhub.com/yaochi/flexible-filament-atmosphere-lamp,https://pro.lceda.cn/editor#id=ede4868e553d4574beb5dda4dd76902b,yaochi,flexible-filament-atmosphere-lamp,ede4868e553d4574beb5dda4dd76902b
62,1.54寸多功能墨水屏,https://oshwhub.com/jie326513988/mo-shui-ping-1-54v1-1,https://pro.lceda.cn/editor#id=ee6cd8fde8bf43eb8b56a72da39b512e,jie326513988,mo-shui-ping-1-54v1-1,ee6cd8fde8bf43eb8b56a72da39b512e
63,UC3842 flyback开关电源设计,https://oshwhub.com/kratosxs/kai-guan-dian-yuan-she-ji-zhuan-ye-ban,https://pro.lceda.cn/editor#id=2be2ff43cb574468afcf4a8880918dc7,kratosxs,kai-guan-dian-yuan-she-ji-zhuan-ye-ban,2be2ff43cb574468afcf4a8880918dc7
64,开关电源实验,https://oshwhub.com/kratosxs/tax-dian-yuan,https://pro.lceda.cn/editor#id=6bc343c81ad64fa1825181bb90958a8a,kratosxs,tax-dian-yuan,6bc343c81ad64fa1825181bb90958a8a
65,反激变压器绕制专用工程,https://oshwhub.com/kratosxs/fan-ji-bian-ya-qi,https://pro.lceda.cn/editor#id=f2d96b375545446ba4ffe211f18a085b,kratosxs,fan-ji-bian-ya-qi,f2d96b375545446ba4ffe211f18a085b
66,【星火2】乞光板+驱动器,https://oshwhub.com/yangzen/xing-huo-2-qi-guang-ban-qu-dong-,https://pro.lceda.cn/editor#id=59943e6a1091460db86fe4fe9cf1f032,yangzen,xing-huo-2-qi-guang-ban-qu-dong-,59943e6a1091460db86fe4fe9cf1f032
67,入门级八通道航模套件,基于国产乐鑫ESP32/8266芯片,https://oshwhub.com/8bitgame/gu-ding-yi-fei-xing-qi-dong-li-b,https://pro.lceda.cn/editor#id=c8f0b766b06142d3adfecc5164f9483c,8bitgame,gu-ding-yi-fei-xing-qi-dong-li-b,c8f0b766b06142d3adfecc5164f9483c
68,Super Dial 电机旋钮屏—esp32s3—v2,https://oshwhub.com/45coll/a2fff3c71f5d4de2b899c64b152d3da5,https://pro.lceda.cn/editor#id=7f7565ef11504863938c0de79622dd54,45coll,a2fff3c71f5d4de2b899c64b152d3da5,7f7565ef11504863938c0de79622dd54
69,神之眼S3“Pro”版,https://oshwhub.com/planevina/shen-zhi-yan-xiao-zha-zha-v1-2_esp32ucopy,https://pro.lceda.cn/editor#id=0331cb2f845042d28fa8e8ef545a9793,planevina,shen-zhi-yan-xiao-zha-zha-v1-2_esp32ucopy,0331cb2f845042d28fa8e8ef545a9793
70,【全网首发】雷电4笔记本电脑显卡坞,https://oshwhub.com/leo_lin/jhl7440-based-lightning-3-graphics-dock,https://pro.lceda.cn/editor#id=82f5467934f142be98c64051d72b7004,leo_lin,jhl7440-based-lightning-3-graphics-dock,82f5467934f142be98c64051d72b7004
71,【胖妞手机】泰山派RK3566开发板,https://oshwhub.com/li-chuang-kai-fa-ban/tai-shan-pai-pang-niu-shou-ji-kuo-zhan-ban,https://pro.lceda.cn/editor#id=a50871e84a554d229aaf761cffeb3697,li-chuang-kai-fa-ban,tai-shan-pai-pang-niu-shou-ji-kuo-zhan-ban,a50871e84a554d229aaf761cffeb3697
72,220V/380V双电压输入可调电源输出DC 5-24V,https://oshwhub.com/leichaolin/220v380v-dual-voltage-input-adjustable-power-supply,https://pro.lceda.cn/editor#id=994e9e28d51b44cb999647d8c651a90a,leichaolin,220v380v-dual-voltage-input-adjustable-power-supply,994e9e28d51b44cb999647d8c651a90a
73,LED大灯泡,https://oshwhub.com/qxqpcb/fu-ke-you-hu-OneShot-Nikode-deng,https://pro.lceda.cn/editor#id=41db0dab92e14a0e863f9a8a780a21b6,qxqpcb,fu-ke-you-hu-OneShot-Nikode-deng,41db0dab92e14a0e863f9a8a780a21b6
74,简易数字示波器设计（入门版）,https://oshwhub.com/course-examples/yi-qi-yi-biao-jian-yi-shu-zi-shi-bo-qi-she-ji-cha-jian-ban,https://pro.lceda.cn/editor#id=5e03b6545745463bb8b64813209ffb8c,course-examples,yi-qi-yi-biao-jian-yi-shu-zi-shi-bo-qi-she-ji-cha-jian-ban,5e03b6545745463bb8b64813209ffb8c
75,低成本迷你放电负载,https://oshwhub.com/heyh/mini-discharge-load,https://pro.lceda.cn/editor#id=c33c760133444b1b9c7af087f4b559cf,heyh,mini-discharge-load,c33c760133444b1b9c7af087f4b559cf
76,[iKun请进] 蒸汽朋克小键盘-基于at32f413,https://oshwhub.com/jinjunan/afpad-at,https://pro.lceda.cn/editor#id=724458b9cc224045b6f18e5192a352ba,jinjunan,afpad-at,724458b9cc224045b6f18e5192a352ba
77,万能卡片OV-Card,https://oshwhub.com/no_chicken/mo-neng-ka-pian-OV-Card,https://pro.lceda.cn/editor#id=5eb926716dce4e8a896034c88f824180,no_chicken,mo-neng-ka-pian-OV-Card,5eb926716dce4e8a896034c88f824180
78,征集令 |智能全彩时钟,https://oshwhub.com/90i0/quan-cai-shi-zhong,https://pro.lceda.cn/editor#id=ac67228bed2a4917a9db75c746834a6a,90i0,quan-cai-shi-zhong,ac67228bed2a4917a9db75c746834a6a
79,立创·实战派ESP32-C3开发板,https://oshwhub.com/li-chuang-kai-fa-ban/xd-esp32c3-aiot-v1_3_2,https://pro.lceda.cn/editor#id=d845050d4c354e00aac6a3aacddee247,li-chuang-kai-fa-ban,xd-esp32c3-aiot-v1_3_2,d845050d4c354e00aac6a3aacddee247
80,迷你数控电源-FL Power,https://oshwhub.com/flyn/flpower,https://pro.lceda.cn/editor#id=35f1ad8dcc4e48d586e91f7e900ebd59,flyn,flpower,35f1ad8dcc4e48d586e91f7e900ebd59
81,SpotWelder 点焊机,https://oshwhub.com/climbsnail/spotwelder,https://pro.lceda.cn/editor#id=45c7d2f7a761424b8c53c79ec2fb8f69,climbsnail,spotwelder,45c7d2f7a761424b8c53c79ec2fb8f69
82,【全网首发】ZYNQ7035核心板及高速ADC,https://oshwhub.com/z_star/zynq7035-core-board-and-high-speed-adc,https://pro.lceda.cn/editor#id=3a61be0cc8324f3db1bcb5a6674d165d,z_star,zynq7035-core-board-and-high-speed-adc,3a61be0cc8324f3db1bcb5a6674d165d
83,真 · zigbee门磁,https://oshwhub.com/myjuly/ji-yucc2530-dizigbee3-0-men-ci,https://pro.lceda.cn/editor#id=11fa04cdc9234939834b8ff781f675d0,myjuly,ji-yucc2530-dizigbee3-0-men-ci,11fa04cdc9234939834b8ff781f675d0
84,caven-3.14,https://oshwhub.com/SWP_MCU/aeefd84f983743a1af339ab6bbbd6a80,https://pro.lceda.cn/editor#id=c74409cf0db64e179e8eee7457e84763,SWP_MCU,aeefd84f983743a1af339ab6bbbd6a80,c74409cf0db64e179e8eee7457e84763
85,【RA】农田环境数据无线采集灌溉自律系统（基于瑞萨MCU）,https://oshwhub.com/aknice/nong-tian-shu-ju-wu-xian-cai-ji-zi-lv-xi-tong-ji-yu-rui-sa-mcu,https://pro.lceda.cn/editor#id=284af153477e46888bb935d52c33a804,aknice,nong-tian-shu-ju-wu-xian-cai-ji-zi-lv-xi-tong-ji-yu-rui-sa-mcu,284af153477e46888bb935d52c33a804
86,Raspberry Pi OCR,https://oshwhub.com/yifan0131/RaspberryPiOCR,https://pro.lceda.cn/editor#id=a21b13807a2b4d1ebe8bd918148dbdcb,yifan0131,RaspberryPiOCR,a21b13807a2b4d1ebe8bd918148dbdcb
87,立创·ESP32S3R8N8开发板,https://oshwhub.com/li-chuang-kai-fa-ban/li-chuang-esp32s3r8n8-kai-fa-ban,https://pro.lceda.cn/editor#id=cb10375b0d69471d84e3fddf1a950a81,li-chuang-kai-fa-ban,li-chuang-esp32s3r8n8-kai-fa-ban,cb10375b0d69471d84e3fddf1a950a81
88,物联型多协议电源,https://oshwhub.com/18511895537/dian-zi-luo-pan-di-ci-yi,https://pro.lceda.cn/editor#id=d90422435e7d4423a771e1e23428f0a8,18511895537,dian-zi-luo-pan-di-ci-yi,d90422435e7d4423a771e1e23428f0a8
89,SY8368QNC大功率电源板,https://oshwhub.com/monologuechi/sy8368qnc-da-gong-lv-ce-shi,https://pro.lceda.cn/editor#id=31a9a46976d849b7819c4b90df950c49,monologuechi,sy8368qnc-da-gong-lv-ce-shi,31a9a46976d849b7819c4b90df950c49
90,ElectronBot语音版,https://oshwhub.com/taosi/ElectronBotyu-yin-ban,https://pro.lceda.cn/editor#id=e8685e9713424e1d8753d58922db9dd4,taosi,ElectronBotyu-yin-ban,e8685e9713424e1d8753d58922db9dd4
91,离线语音机器人,https://oshwhub.com/northerntree/new-project,https://pro.lceda.cn/editor#id=184c3c43fcdc4315ab8a40c55f44bd7f,northerntree,new-project,184c3c43fcdc4315ab8a40c55f44bd7f
92,开源AR眼镜2,https://oshwhub.com/wwwwyt/kai-yuan-ARyan-jing-2,https://pro.lceda.cn/editor#id=1aab712827044e34b2b83f7c4391e694,wwwwyt,kai-yuan-ARyan-jing-2,1aab712827044e34b2b83f7c4391e694
93,ZYNQ7020核心板及各种射频模块,https://oshwhub.com/z_star/zynq7020-core-board-and-various-rf-modules,https://pro.lceda.cn/editor#id=2f01fdb9fbaf499f8b537081ce3e4a66,z_star,zynq7020-core-board-and-various-rf-modules,2f01fdb9fbaf499f8b537081ce3e4a66
94,立创梁山派·天空星开发板,https://oshwhub.com/li-chuang-kai-fa-ban/li-chuang-liang-shan-pai-tian-kong-xing-kai-fa-ban,https://pro.lceda.cn/editor#id=1949206d8e694271bd8ab6f068e260c2,li-chuang-kai-fa-ban,li-chuang-liang-shan-pai-tian-kong-xing-kai-fa-ban,1949206d8e694271bd8ab6f068e260c2
95,激光雕刻机,https://oshwhub.com/ljb110/laser-engraving-machine,https://pro.lceda.cn/editor#id=b90dbd56d48e477c988195f9a5285532,ljb110,laser-engraving-machine,b90dbd56d48e477c988195f9a5285532
96,立创·梁山派-示波器扩展板,https://oshwhub.com/tangchengming/li-chuang-liang-shan-pai-shi-bo-qi-kuo-zhan-ban,https://pro.lceda.cn/editor#id=e0f682da171e4e92a08be36ee8d5c7bb,tangchengming,li-chuang-liang-shan-pai-shi-bo-qi-kuo-zhan-ban,e0f682da171e4e92a08be36ee8d5c7bb
