index,name,page_url,project_url,author,project,id
2293,有源恒流全保护电子负载仪,https://oshwhub.com/pinsword/lm324-jian-yi-dian-zi-fu-zai-yi,https://pro.lceda.cn/editor#id=e8ddaa535d3848bdb06155859ddac0ef,pinsword,lm324-jian-yi-dian-zi-fu-zai-yi,e8ddaa535d3848bdb06155859ddac0ef
2294,基于NAE12S20-B创建的5V DC-DC 模块,https://oshwhub.com/lxcxh/ji-yu-nae12s20-chuang-jian-de-5v-dc-dc-mo-kuai,https://pro.lceda.cn/editor#id=85c9a80b8aba497ea46acd9edbe73361,lxcxh,ji-yu-nae12s20-chuang-jian-de-5v-dc-dc-mo-kuai,85c9a80b8aba497ea46acd9edbe73361
2295,STC32G12K128转接板&STC8H8K64U核心板,https://oshwhub.com/lennone/stc8h8k64u-minimum-core-board,https://pro.lceda.cn/editor#id=5c0d071b4af1406e9ae1cdc8e071996b,lennone,stc8h8k64u-minimum-core-board,5c0d071b4af1406e9ae1cdc8e071996b
2296,LM324集成运放应用电路,https://oshwhub.com/fjiiojicje/lm324-ji-cheng-yun-fang,https://pro.lceda.cn/editor#id=be41bee155dd4548ad0efbb74e518440,fjiiojicje,lm324-ji-cheng-yun-fang,be41bee155dd4548ad0efbb74e518440
2297,屏幕连点器控制板,https://oshwhub.com/liujianqi1688/ping-mu-lian-dian-qi-_2024-07-27_17-32-20,https://pro.lceda.cn/editor#id=d17d0c7513284596a3b03bab308224d2,liujianqi1688,ping-mu-lian-dian-qi-_2024-07-27_17-32-20,d17d0c7513284596a3b03bab308224d2
2298,STC8H8K64U开发板,https://oshwhub.com/mr.laohu/stc8h8k64utssop20-development-bo,https://pro.lceda.cn/editor#id=8c6af30bbb244f558e44eb151295247f,mr.laohu,stc8h8k64utssop20-development-bo,8c6af30bbb244f558e44eb151295247f
2299,STC32-USB-CAN,https://oshwhub.com/dongguo90/stc32-usb-can,https://pro.lceda.cn/editor#id=aab081a02e6043018d0e091e970f1ab9,dongguo90,stc32-usb-can,aab081a02e6043018d0e091e970f1ab9
2300,STC8051U开发板,https://oshwhub.com/ajrgyfailsughloai/stc8051u-development-board,https://pro.lceda.cn/editor#id=ac2c2452a26449d386a083e80011869f,ajrgyfailsughloai,stc8051u-development-board,ac2c2452a26449d386a083e80011869f
2301,0.8寸TM1650桌面电子时钟和温度计（全面升级版）,https://oshwhub.com/liujianqi1688/0-8-cun-tm1650-zhuo-mian-dian-zi-shi-zhong-he-wen-du-ji,https://pro.lceda.cn/editor#id=377355f6580a4b4996a29024d8b1d52e,liujianqi1688,0-8-cun-tm1650-zhuo-mian-dian-zi-shi-zhong-he-wen-du-ji,377355f6580a4b4996a29024d8b1d52e
2302,STlink/DAPlinnk,https://oshwhub.com/xiaobai112/stlink-daplinnk,https://pro.lceda.cn/editor#id=30bf34f022d64c06a898b5e8868351ed,xiaobai112,stlink-daplinnk,30bf34f022d64c06a898b5e8868351ed
2303,基于STC8G设计的舵机测试模块,https://oshwhub.com/zhbaa/ji-yu-stc-she-ji-de-duo-ji-ce-shi-mo-kuai,https://pro.lceda.cn/editor#id=0327d380842342c38f462ea8f736677a,zhbaa,ji-yu-stc-she-ji-de-duo-ji-ce-shi-mo-kuai,0327d380842342c38f462ea8f736677a
2304,STC8H8K64U核心板,https://oshwhub.com/qsxz/211111,https://pro.lceda.cn/editor#id=1d1042b78b304b05a30504f4baaf491a,qsxz,211111,1d1042b78b304b05a30504f4baaf491a
2305,【开拓者】DRV8313小功率FOC驱动板,https://oshwhub.com/naicha123/drv8313-xiao-gong-lv-foc-qu-dong-ban-v2,https://pro.lceda.cn/editor#id=90090eedf2874f7bb57d07408d90b4d2,naicha123,drv8313-xiao-gong-lv-foc-qu-dong-ban-v2,90090eedf2874f7bb57d07408d90b4d2
2306,基于ESP32C3的三色墨水屏桌面日历,https://oshwhub.com/zxis/ji-yu-esp32c3-de-san-se-mo-shui-ping-zhuo-mian-ri-li,https://pro.lceda.cn/editor#id=d041d03980b04ef7b821d339942fcaa0,zxis,ji-yu-esp32c3-de-san-se-mo-shui-ping-zhuo-mian-ri-li,d041d03980b04ef7b821d339942fcaa0
2307,STC单片机开发板设计赛道,https://oshwhub.com/catkindreamer/stc-mcu-track,https://pro.lceda.cn/editor#id=2b69ebdaa092494bbff9000e26f95480,catkindreamer,stc-mcu-track,2b69ebdaa092494bbff9000e26f95480
2308,#第九届立创电赛#多功能环境检测仪,https://oshwhub.com/fushenxiao/multi-function-environmental-detector,https://pro.lceda.cn/editor#id=ad21b365e3a549c281b5a33efc2c5bed,fushenxiao,multi-function-environmental-detector,ad21b365e3a549c281b5a33efc2c5bed
2309,12V~24V转5V，3V3，5A电流方案,https://oshwhub.com/kl_normal/12v24v-to-5v3v35a-current-scheme,https://pro.lceda.cn/editor#id=0a9f2066b70c4a3aa56c387ea774d564,kl_normal,12v24v-to-5v3v35a-current-scheme,0a9f2066b70c4a3aa56c387ea774d564
2310,#训练营#简易数字示波器,https://oshwhub.com/zezezezezea/simple-digital-oscilloscope,https://pro.lceda.cn/editor#id=7859f3cd9dd2466a8aca528e017cc930,zezezezezea,simple-digital-oscilloscope,7859f3cd9dd2466a8aca528e017cc930
2311,立创梁山派小车,https://oshwhub.com/yiming516238500/li-chuang-liang-shan-pai-xiao-che,https://pro.lceda.cn/editor#id=7cad48b52bf14b5f9ed1840bf9d13169,yiming516238500,li-chuang-liang-shan-pai-xiao-che,7cad48b52bf14b5f9ed1840bf9d13169
2312,stc32G模块化开发板,https://oshwhub.com/algdr/simple-handwriting-board,https://pro.lceda.cn/editor#id=65ad7399e3884727ac0918ac4906935e,algdr,simple-handwriting-board,65ad7399e3884727ac0918ac4906935e
2313,STC32G12K128单片机设计 LQFP64封装,https://oshwhub.com/dr-pox/stc-microcontroller-design,https://pro.lceda.cn/editor#id=aed98cbd0dd94edba1de4fff3374f16e,dr-pox,stc-microcontroller-design,aed98cbd0dd94edba1de4fff3374f16e
2314,测试设备,https://oshwhub.com/dian-qi-ji-chu-ku/ce-shi-she-bei,https://pro.lceda.cn/editor#id=a25d7b9f3647421dab6fc79413b74d7f,dian-qi-ji-chu-ku,ce-shi-she-bei,a25d7b9f3647421dab6fc79413b74d7f
2315,STC32g_CoreBoard,https://oshwhub.com/anhaohaoao/if-you-are-well,https://pro.lceda.cn/editor#id=626f366b062f4cb5b99b4aefdc268d90,anhaohaoao,if-you-are-well,626f366b062f4cb5b99b4aefdc268d90
2316,2.8寸电容触摸屏幕-并口串口通过拨码开关选择串口还是并口,https://oshwhub.com/masksdhvf/capacitive-touch-screen-parallel,https://pro.lceda.cn/editor#id=2299f58f9e4a4d829756c07fb52ca4fb,masksdhvf,capacitive-touch-screen-parallel,2299f58f9e4a4d829756c07fb52ca4fb
2317,#第九届立创电赛#基于盛思锐SHT40的桌面低功耗温湿度检测仪,https://oshwhub.com/webfly/temperature-and-humidity-yangfan,https://pro.lceda.cn/editor#id=02e97d275418476796507017e64b6f2e,webfly,temperature-and-humidity-yangfan,02e97d275418476796507017e64b6f2e
2318,【单片机】简易LCD1602温度电子时钟,https://oshwhub.com/course-examples/dan-pian-ji-ji-yu-51-dan-pian-ji-de-lcd1602-dian-zi-shi-zhong,https://pro.lceda.cn/editor#id=26705b0ce6e14bc78086c9aa0231ff9c,course-examples,dan-pian-ji-ji-yu-51-dan-pian-ji-de-lcd1602-dian-zi-shi-zhong,26705b0ce6e14bc78086c9aa0231ff9c
2319,stc8H开发板（lora）,https://oshwhub.com/hsqadja/stc32-development-board,https://pro.lceda.cn/editor#id=bd915a47116e4f069004faa54749aec8,hsqadja,stc32-development-board,bd915a47116e4f069004faa54749aec8
2320,Palm M500 Connector,https://oshwhub.com/chen_xin_ming/palm-m500-connector,https://pro.lceda.cn/editor#id=b0007a9fd19b4516ac23ad139418d965,chen_xin_ming,palm-m500-connector,b0007a9fd19b4516ac23ad139418d965
2321,stc32g电调,https://oshwhub.com/liuwenchao/stc32g-electric-adjustable,https://pro.lceda.cn/editor#id=a67e025d38f34dd1893606215ea059b5,liuwenchao,stc32g-electric-adjustable,a67e025d38f34dd1893606215ea059b5
2322,基于STC8H8K64U主控的WS2812灯珠可调补光灯,https://oshwhub.com/wuguangda1997/ws2812-lamp-bead-adjustable-fill,https://pro.lceda.cn/editor#id=36d52c1407e64868b9d8572568f28409,wuguangda1997,ws2812-lamp-bead-adjustable-fill,36d52c1407e64868b9d8572568f28409
2323,#训练营#GD32简易数字示波器-7366353A,https://oshwhub.com/imtstq/xun-lian-ying-gd32-jian-yi-shu-zi-shi-bo-qi-7366353a,https://pro.lceda.cn/editor#id=cd76ccbd292b420e9cfcd30b85e86e5d,imtstq,xun-lian-ying-gd32-jian-yi-shu-zi-shi-bo-qi-7366353a,cd76ccbd292b420e9cfcd30b85e86e5d
2324,富斯i6x内置elrs高频头,https://oshwhub.com/hanhan13/elrs-2-4g-fa-she-diy-flysky,https://pro.lceda.cn/editor#id=a13156b003bc4b6da7b28fd96d534cca,hanhan13,elrs-2-4g-fa-she-diy-flysky,a13156b003bc4b6da7b28fd96d534cca
2325,可切换输入源USB拓展坞,https://oshwhub.com/wwwmeda/switchable-input-source-usb-expa,https://pro.lceda.cn/editor#id=3e017003c1814a379a0e057cf1a95375,wwwmeda,switchable-input-source-usb-expa,3e017003c1814a379a0e057cf1a95375
2326,LED转速挡位显示,https://oshwhub.com/q1284341/wifioled,https://pro.lceda.cn/editor#id=fa7660d3aa604a0581867143963ad2dc,q1284341,wifioled,fa7660d3aa604a0581867143963ad2dc
2327,爱心声控led流水灯,https://oshwhub.com/skywindy/new-project_2024-04-15_10-14-28,https://pro.lceda.cn/editor#id=f048ca3136cb4656b044fe9e62ea3717,skywindy,new-project_2024-04-15_10-14-28,f048ca3136cb4656b044fe9e62ea3717
2328,【RubyFPV】Radxa zero 3W拓展板,https://oshwhub.com/zcshanlin/rubyfpv-radxa-zero-3w-tuo-zhan-ban,https://pro.lceda.cn/editor#id=b0a70fa0e2ac48a88ade57262c9d332b,zcshanlin,rubyfpv-radxa-zero-3w-tuo-zhan-ban,b0a70fa0e2ac48a88ade57262c9d332b
2329,桌面溫濕度檢測儀,https://oshwhub.com/jason_chen/zhuo-mian-du,https://pro.lceda.cn/editor#id=8463a95521b0411a9afda47156daf4d4,jason_chen,zhuo-mian-du,8463a95521b0411a9afda47156daf4d4
2330,STC 32F/32G/8H 15F/15W DIP40转接板,https://oshwhub.com/uid285292883/stc32f32g8h15f15wdip40-adapter-p,https://pro.lceda.cn/editor#id=bc893d33859545e49f59924e9e5899c6,uid285292883,stc32f32g8h15f15wdip40-adapter-p,bc893d33859545e49f59924e9e5899c6
2331,Arduino Uno - 亚瑟摩根 纪念版 - 荒野大镖客2 ,https://oshwhub.com/rushairer/abeno-uno-kits,https://pro.lceda.cn/editor#id=3f2004dfd00e42d7906274a7e1a56f62,rushairer,abeno-uno-kits,3f2004dfd00e42d7906274a7e1a56f62
2332,基于STC8H8K64U-LQFP48的开发板,https://oshwhub.com/goblin_doufu/ws2812-development-board-based-o,https://pro.lceda.cn/editor#id=399c6303a7754420a712cf70b17a2daa,goblin_doufu,ws2812-development-board-based-o,399c6303a7754420a712cf70b17a2daa
2333,WIFI电子日历,https://oshwhub.com/takanishi.rikka/wifi-electronic-calendar,https://pro.lceda.cn/editor#id=e0ffc59657a84017a7ccea58f973f16e,takanishi.rikka,wifi-electronic-calendar,e0ffc59657a84017a7ccea58f973f16e
2334,单片机创意设计大赛-无线环境监测兼开发板,https://oshwhub.com/risvol/mcu-creative-design-competition-,https://pro.lceda.cn/editor#id=5016f1662d1040dcbff7806a66feae42,risvol,mcu-creative-design-competition-,5016f1662d1040dcbff7806a66feae42
2335,STC8051U开发板,https://oshwhub.com/dfvx/stc8051u-development-board,https://pro.lceda.cn/editor#id=ea74a75d3583407a85f7938de3a2051b,dfvx,stc8051u-development-board,ea74a75d3583407a85f7938de3a2051b
2336,#训练营#基于GD32的简易数字示波器项目-6426145A,https://oshwhub.com/liuwen123/simple-digital-oscilloscope-project-based-on-gd32-6426145a,https://pro.lceda.cn/editor#id=3fbd1ed213f043b59f632c9788f2a39a,liuwen123,simple-digital-oscilloscope-project-based-on-gd32-6426145a,3fbd1ed213f043b59f632c9788f2a39a
2337,STC32_骦,https://oshwhub.com/use1/stc32-and,https://pro.lceda.cn/editor#id=d4d99856b9cf41fa97585e43b957400f,use1,stc32-and,d4d99856b9cf41fa97585e43b957400f
2338,TPS5430 负电压模块 负-12V 低纹波,https://oshwhub.com/xv_9/fu-dian-ya-mo-kuai,https://pro.lceda.cn/editor#id=2be39a71ff504d779dabe21652939b06,xv_9,fu-dian-ya-mo-kuai,2be39a71ff504d779dabe21652939b06
2339,基于泰山派的小手机,https://oshwhub.com/gonghh/taishan_phone,https://pro.lceda.cn/editor#id=97588e480cf04b62ae1eaec941954769,gonghh,taishan_phone,97588e480cf04b62ae1eaec941954769
2340,STC32G开发板,https://oshwhub.com/zhoulv2012/stc32-ammeter,https://pro.lceda.cn/editor#id=4a7d5c0e85aa43cd8b569a8b68b4c95d,zhoulv2012,stc32-ammeter,4a7d5c0e85aa43cd8b569a8b68b4c95d
2341,stc32g12k128单片机开发板,https://oshwhub.com/q2920174611/stc-microcontroller-development-,https://pro.lceda.cn/editor#id=b828161874064883a622abc075f6f40b,q2920174611,stc-microcontroller-development-,b828161874064883a622abc075f6f40b
2342,无线电测向 多功能收音机 ,https://oshwhub.com/15622717022ye/direction-finding-artifact,https://pro.lceda.cn/editor#id=6cccd7103f6d4d6abaa5626d06e20367,15622717022ye,direction-finding-artifact,6cccd7103f6d4d6abaa5626d06e20367
2343,x99之友：散热风扇控制器,https://oshwhub.com/yjh2021/x99-friends-cooling-fan-controll,https://pro.lceda.cn/editor#id=2c18d96ae22246fd850dbda3abad8ba8,yjh2021,x99-friends-cooling-fan-controll,2c18d96ae22246fd850dbda3abad8ba8
2344,STC8051U核心板,https://oshwhub.com/yyds8051/stc8051u-core-board,https://pro.lceda.cn/editor#id=8a971f9fe15546f1844ccf67cfaefee6,yyds8051,stc8051u-core-board,8a971f9fe15546f1844ccf67cfaefee6
2345,FM350-GL 5G模块转接USB底板【USB3.0已验证】,https://oshwhub.com/sinonzxc/fm350,https://pro.lceda.cn/editor#id=7e09f3bc96684399a7b5002a81952f67,sinonzxc,fm350,7e09f3bc96684399a7b5002a81952f67
2346,四川航天职业技术学院立体发光拼图,https://oshwhub.com/qq2711185814/xue-xiao-jiao-xue-lou,https://pro.lceda.cn/editor#id=e967de42dbb24618a0f1c0b3ac65f83c,qq2711185814,xue-xiao-jiao-xue-lou,e967de42dbb24618a0f1c0b3ac65f83c
2347,STC8H8K64U_ROG开发板,https://oshwhub.com/kdca/stc32-development-board,https://pro.lceda.cn/editor#id=5e9e8ba800f54feb9721cf973a35bf3c,kdca,stc32-development-board,5e9e8ba800f54feb9721cf973a35bf3c
2348,迷你CH343P串口转USB模块,https://oshwhub.com/maker114/ch343p-chuan-kou-zhuan-usb,https://pro.lceda.cn/editor#id=5c27894a73a3437ca5e84b247c9242a8,maker114,ch343p-chuan-kou-zhuan-usb,5c27894a73a3437ca5e84b247c9242a8
2349,EastMartrix像素时钟灯板,https://oshwhub.com/xuwei4516/xiang-su-shi-zhong-deng-ban,https://pro.lceda.cn/editor#id=f4c62ddfa7934a75b7f62e3503c1a6d5,xuwei4516,xiang-su-shi-zhong-deng-ban,f4c62ddfa7934a75b7f62e3503c1a6d5
2350,基于STC32G128K单片机控制的线性CCD摄像头寻迹智能小车,https://oshwhub.com/hello_lgy/linear-ccd-tracing-intelligent-c,https://pro.lceda.cn/editor#id=34cc5c5847d94b519e1af7831a35f0b3,hello_lgy,linear-ccd-tracing-intelligent-c,34cc5c5847d94b519e1af7831a35f0b3
2351,STC32G,https://oshwhub.com/jun666a/stc32g,https://pro.lceda.cn/editor#id=0d4245fa61ad4e62aac2897071b1711d,jun666a,stc32g,0d4245fa61ad4e62aac2897071b1711d
2352,lmg1210 无线充电发射端,https://oshwhub.com/uimi/wu-xian-chong-dian-mm,https://pro.lceda.cn/editor#id=f8b6c3f6cb7c48b48bec0673984e45de,uimi,wu-xian-chong-dian-mm,f8b6c3f6cb7c48b48bec0673984e45de
2353,51单片机救援频闪灯,https://oshwhub.com/dongyongguaige/stc-creative-competition,https://pro.lceda.cn/editor#id=945608d158ab4d82b32a2aad3fb4d80f,dongyongguaige,stc-creative-competition,945608d158ab4d82b32a2aad3fb4d80f
2354,#训练营#基于GD32的简易数字示波器项目-6025333A,https://oshwhub.com/h_zerong/simple-digital-oscilloscope-project-based-on-gd32-6025333a,https://pro.lceda.cn/editor#id=740b9222c5704e4bb455671b4ed5415f,h_zerong,simple-digital-oscilloscope-project-based-on-gd32-6025333a,740b9222c5704e4bb455671b4ed5415f
2355,【ASR-PRO版】基于STM32和WIFI的智能植物养护系统,https://oshwhub.com/wyb1661463799/00-ji-yu-stm32-he-wifi-mo-kuai-de-zhi-neng-zhi-wu-yang-hu-xi-tong-she-ji-_-wang-yi-bo,https://pro.lceda.cn/editor#id=b3b92f094c6844ca9b3628a495d4529e,wyb1661463799,00-ji-yu-stm32-he-wifi-mo-kuai-de-zhi-neng-zhi-wu-yang-hu-xi-tong-she-ji-_-wang-yi-bo,b3b92f094c6844ca9b3628a495d4529e
2356,【蔚蓝档案】sensei发癫电风扇,https://oshwhub.com/aknice/sensei,https://pro.lceda.cn/editor#id=6d6564a753e34a3c9850be458b96ad85,aknice,sensei,6d6564a753e34a3c9850be458b96ad85
2357,单片机创意板,https://oshwhub.com/skywindy/scm-creative-board,https://pro.lceda.cn/editor#id=efb14ccca7a647a6bbb73eafbb0d1316,skywindy,scm-creative-board,efb14ccca7a647a6bbb73eafbb0d1316
2358,易于焊接的qcc5125+pcm5102蓝牙解码耳放,https://oshwhub.com/subanxia/easy-to-solder-qcc5125-pcm5102-b,https://pro.lceda.cn/editor#id=bf0fe6741cb8482fa0824ce9105c68df,subanxia,easy-to-solder-qcc5125-pcm5102-b,bf0fe6741cb8482fa0824ce9105c68df
2359,STC32G12K128-LQFP64 最小系统板,https://oshwhub.com/qwe-dongfeng/stc32g12k128-lqfp64-minimum-syst,https://pro.lceda.cn/editor#id=d5d3b600cb854e5f8d4eee0ed3ff27e2,qwe-dongfeng,stc32g12k128-lqfp64-minimum-syst,d5d3b600cb854e5f8d4eee0ed3ff27e2
2360,基于STC设计的温湿度检测控制系统,https://oshwhub.com/zhbaa/ji-yu-stc-she-ji-de-wen-shi-du-jian-ce-kong-zhi-xi-tong,https://pro.lceda.cn/editor#id=f749cb07b0ed4d069a4cc9894c3944be,zhbaa,ji-yu-stc-she-ji-de-wen-shi-du-jian-ce-kong-zhi-xi-tong,f749cb07b0ed4d069a4cc9894c3944be
2361,STC32G12K128循迹小车,https://oshwhub.com/fourteenzzh/stc32g12k128-tracking-car,https://pro.lceda.cn/editor#id=02274d4288e4485ea5b5dff66df5c64b,fourteenzzh,stc32g12k128-tracking-car,02274d4288e4485ea5b5dff66df5c64b
2362,蓝牙语音音箱,https://oshwhub.com/sfd24/some-useless-things,https://pro.lceda.cn/editor#id=d181dd7c2e54467fb64880a75eac6745,sfd24,some-useless-things,d181dd7c2e54467fb64880a75eac6745
2363,人工智能语音盒子2,https://oshwhub.com/yanghezhizao/ren-gong-zhi-neng-yu-yin-he-zi-2,https://pro.lceda.cn/editor#id=0dd0001c043444ddbcef8867ccc7ff6c,yanghezhizao,ren-gong-zhi-neng-yu-yin-he-zi-2,0dd0001c043444ddbcef8867ccc7ff6c
2364,基于STC设计的电压采集器,https://oshwhub.com/zhbaa/ji-yu-stc-she-ji-de-dian-ya-cai-ji-qi,https://pro.lceda.cn/editor#id=108e67ae28fb48058229a76e3dcc7464,zhbaa,ji-yu-stc-she-ji-de-dian-ya-cai-ji-qi,108e67ae28fb48058229a76e3dcc7464
2365,天气墨水屏终端,https://oshwhub.com/kitten_yyds/mo-shui-ping-0402,https://pro.lceda.cn/editor#id=ebddcffbaee94baa9b9e749053cc603f,kitten_yyds,mo-shui-ping-0402,ebddcffbaee94baa9b9e749053cc603f
2366,柔性灯丝氛围灯优化功耗版,https://oshwhub.com/wandaeda/rou-xing-deng-si-fen-wei-deng-you-hua-gong-hao-ban,https://pro.lceda.cn/editor#id=346acf99db7f440ca758d2c98a55f798,wandaeda,rou-xing-deng-si-fen-wei-deng-you-hua-gong-hao-ban,346acf99db7f440ca758d2c98a55f798
2367,ESP8266测试烧录器,https://oshwhub.com/duden/esp8266-test-burner,https://pro.lceda.cn/editor#id=c8c83b6e20fa4d708bd1b42aab29aeff,duden,esp8266-test-burner,c8c83b6e20fa4d708bd1b42aab29aeff
2368,基于PW22ASAB创建的5V 40A DC-DC 模块,https://oshwhub.com/lxcxh/12v_to_5v_hdd_v2,https://pro.lceda.cn/editor#id=b6a789948c9e4477a236c7a5a9e9d2f9,lxcxh,12v_to_5v_hdd_v2,b6a789948c9e4477a236c7a5a9e9d2f9
2369,stm32f103核心板,https://oshwhub.com/cirxbl/stm32f103-he-xin-ban,https://pro.lceda.cn/editor#id=11d482a52af54d5fb03133804bc0a4c5,cirxbl,stm32f103-he-xin-ban,11d482a52af54d5fb03133804bc0a4c5
2370,ESP32 C3疯狂弹窗（板载天线）,https://oshwhub.com/qusenberg/ESP32-crazy-pop-up-window,https://pro.lceda.cn/editor#id=2b42a66d80cc457ab587014a5cc71322,qusenberg,ESP32-crazy-pop-up-window,2b42a66d80cc457ab587014a5cc71322
2371,mini履带车控制板,https://oshwhub.com/eyhxh/mini-lv-dai-che-kong-zhi-ban,https://pro.lceda.cn/editor#id=33ff6ce5e79543fdb74302c33ca4d729,eyhxh,mini-lv-dai-che-kong-zhi-ban,33ff6ce5e79543fdb74302c33ca4d729
2372,STC32G2K128开发板,https://oshwhub.com/slwqccc/stc32g2k128-development-board,https://pro.lceda.cn/editor#id=bb1a3beb331d4af2b2636aa5c2c63533,slwqccc,stc32g2k128-development-board,bb1a3beb331d4af2b2636aa5c2c63533
2373,AD630锁相放大器,https://oshwhub.com/embedded-liu/ad630_transfer,https://pro.lceda.cn/editor#id=57b382b79c084ba789ffd5e756a99071,embedded-liu,ad630_transfer,57b382b79c084ba789ffd5e756a99071
2374,"32Pi_Zero"-基于STM32F103+ESP的开发板,https://oshwhub.com/watsonhuang/32pizero,https://pro.lceda.cn/editor#id=0111ea64d7c645fab78f3f8e87271411,watsonhuang,32pizero,0111ea64d7c645fab78f3f8e87271411
2375,STC32G12K128开发板,https://oshwhub.com/yuanyingyan/stc32g12k128-development-board,https://pro.lceda.cn/editor#id=7272bee227434b60834c0e8e0c1a910b,yuanyingyan,stc32g12k128-development-board,7272bee227434b60834c0e8e0c1a910b
2376,金升阳辅助电源,https://oshwhub.com/gabgyh/jinshengyang-auxiliary-power-supply,https://pro.lceda.cn/editor#id=e678db7252764a3e88bc4fb6ba4271ad,gabgyh,jinshengyang-auxiliary-power-supply,e678db7252764a3e88bc4fb6ba4271ad
2377,野外紧急救生小手电,https://oshwhub.com/lianjieniwo/field-emergency-rescue-small-flashlight,https://pro.lceda.cn/editor#id=dc22ebb3f02948d1a88da66a3c0e52f5,lianjieniwo,field-emergency-rescue-small-flashlight,dc22ebb3f02948d1a88da66a3c0e52f5
2378,STC8H&modbus工业温度探头,https://oshwhub.com/pomin/modbus-industrial-temperature-pr,https://pro.lceda.cn/editor#id=64f920d44b934c799d451760f4a77452,pomin,modbus-industrial-temperature-pr,64f920d44b934c799d451760f4a77452
2379,stc-camp2024,https://oshwhub.com/lenew/stc-camp2024,https://pro.lceda.cn/editor#id=142cd239ce0a44bcac4bedc1962caf95,lenew,stc-camp2024,142cd239ce0a44bcac4bedc1962caf95
2380,适合出租屋的基于ESP8266的远程开门多功能模块-简单暴力,https://oshwhub.com/lsz642414534/zhi-neng-jia-ji,https://pro.lceda.cn/editor#id=3a92a2c7c0204840bb0eb2bc3378a8f8,lsz642414534,zhi-neng-jia-ji,3a92a2c7c0204840bb0eb2bc3378a8f8
2381,物联网继电器控制板,https://oshwhub.com/hexiaojunde/chuan-kou-kong-zhi-ji-dian-qi-xiao-ban,https://pro.lceda.cn/editor#id=1ab4d47ef5ff4549accd374f176aa8e0,hexiaojunde,chuan-kou-kong-zhi-ji-dian-qi-xiao-ban,1ab4d47ef5ff4549accd374f176aa8e0
2382,STC32G12K128-LQFP64单片机开发板,https://oshwhub.com/thanknet/stc32g12k128-lqfp64-mcu-developm,https://pro.lceda.cn/editor#id=b911537009db4f1692cda79d3d91018f,thanknet,stc32g12k128-lqfp64-mcu-developm,b911537009db4f1692cda79d3d91018f
2383,超级电容点焊机  Arduino nano,https://oshwhub.com/chuichuichaijie/arduino-spot-welder,https://pro.lceda.cn/editor#id=b68d079d218442a489ba1f646485f730,chuichuichaijie,arduino-spot-welder,b68d079d218442a489ba1f646485f730,
2384,直流电压电流表,https://oshwhub.com/valarlsdhf/dc-voltage-ammeter,https://pro.lceda.cn/editor#id=5a392647db2549d6995f3a565c72e434,valarlsdhf,dc-voltage-ammeter,5a392647db2549d6995f3a565c72e434
2385,stc8h8k64u最小系统板,https://oshwhub.com/l_seven/creative-competition,https://pro.lceda.cn/editor#id=bf549c408ffa4dd5a065f478cb298bba,l_seven,creative-competition,bf549c408ffa4dd5a065f478cb298bba
2386,降压模块40V 3A 功能验证 辅助电源,https://oshwhub.com/spen/sy8303-evt,https://pro.lceda.cn/editor#id=41546bf6d87549ff934f8ef6f0e02b4f,spen,sy8303-evt,41546bf6d87549ff934f8ef6f0e02b4f
2387,#训练营#基于GD32的示波器制作6713356A,https://oshwhub.com/al_user/production-of-oscilloscope-6713356a-based-on-gd32,https://pro.lceda.cn/editor#id=3616fde6f3824475a9c99d44ed902668,al_user,production-of-oscilloscope-6713356a-based-on-gd32,3616fde6f3824475a9c99d44ed902668
2388,USB扩展坞➕SD卡读卡器,https://oshwhub.com/wjl99/usb-tuo-zhan-wu,https://pro.lceda.cn/editor#id=908b9282e87548b08f2486f6007b72b5,wjl99,usb-tuo-zhan-wu,908b9282e87548b08f2486f6007b72b5
2389,适用于树莓派5的CH340N串口,https://oshwhub.com/windskys/shi-yong-yu-shu-mei-pai-5-de-ch340n-chuan-kou,https://pro.lceda.cn/editor#id=778e5099f7a2420e92f68e56af481ae7,windskys,shi-yong-yu-shu-mei-pai-5-de-ch340n-chuan-kou,778e5099f7a2420e92f68e56af481ae7
2390,STC_ 模数_数字输入_继电器输出,https://oshwhub.com/micheal0o0/stc-analog-digital-input-relay-o,https://pro.lceda.cn/editor#id=4f1c3ae4e2444ca1829bd6e3e4ec2980,micheal0o0,stc-analog-digital-input-relay-o,4f1c3ae4e2444ca1829bd6e3e4ec2980
2391,STC32G最小系统兼开发板,https://oshwhub.com/crower/stc32g12k128-minimum-system-and-,https://pro.lceda.cn/editor#id=f542f97de0ae4cbaa26f8b9d2f758bf6,crower,stc32g12k128-minimum-system-and-,f542f97de0ae4cbaa26f8b9d2f758bf6
2392,#训练营#基于GD32的简易示波器设计-爱旅行的猫,https://oshwhub.com/travelcat/design-of-simple-oscilloscope-based-on-gd32-a-cat-loving-travel,https://pro.lceda.cn/editor#id=2d3dc5cf708544ddabd2bab1972da1bb,travelcat,design-of-simple-oscilloscope-based-on-gd32-a-cat-loving-travel,2d3dc5cf708544ddabd2bab1972da1bb
2393,#训练营#简易示波器6974281A,https://oshwhub.com/hi.huppert/simple-oscilloscope,https://pro.lceda.cn/editor#id=94e700d63ecc4481b49a4c932bfd1edd,hi.huppert,simple-oscilloscope,94e700d63ecc4481b49a4c932bfd1edd
